Date,Adj Close,Close,High,Low,Open,Volume
2014-01-14,19997.93555,26260,26600,25800,25940,14716650
2014-01-15,19784.70508,25980,26620,25960,26600,11747450
2014-01-16,19815.16797,26020,26200,25860,26000,9752450
2014-01-17,19678.0918,25840,26300,25840,26020,12774250
2014-01-20,20043.62695,26320,26380,25920,26100,8682800
2014-01-21,20165.4668,26480,26540,26220,26300,7562300
2014-01-22,20226.39063,26560,26560,26240,26280,10826500
2014-01-23,19784.70508,25980,26440,25980,26320,10336950
2014-01-24,19906.54492,26140,26360,25820,26000,14001750
2014-01-27,19678.0918,25840,26080,25700,25860,13346300
2014-01-28,19541.01172,25660,25860,25460,25460,11701350
2014-01-29,19495.32031,25600,25760,25540,25600,19181850
2014-02-03,19373.47461,25440,25760,25420,25720,16259200
2014-02-04,19023.16406,24980,25260,24980,25260,16033000
2014-02-05,18840.39844,24740,25100,24680,24900,14926650
2014-02-06,19175.47266,25180,25340,24800,24900,15197450
2014-02-07,19419.16602,25500,25580,25260,25500,9943600
2014-02-10,19449.62891,25540,25620,25240,25420,7799650
2014-02-11,19967.46484,26220,26300,25440,25620,12684000
2014-02-12,19906.54492,26140,26620,26100,26620,10027400
2014-02-13,19769.4707,25960,26400,25800,26000,5838450
2014-02-14,19815.16797,26020,26160,25840,25920,6220750
2014-02-17,19571.46875,25700,26120,25600,25840,9386650
2014-02-18,19723.77734,25900,25980,25640,25700,5910650
2014-02-19,19647.62695,25800,26000,25600,26000,6179750
2014-02-20,19586.70313,25720,25920,25620,25800,9543300
2014-02-21,20256.86523,26600,26660,26000,26660,14346200
2014-02-24,20226.39063,26560,26900,26420,26680,7425050
2014-02-25,20317.7793,26680,26800,26520,26640,8785300
2014-02-26,20439.62695,26840,26860,26500,26740,12918050
2014-02-27,20424.38867,26820,26840,26600,26700,7891350
2014-02-28,20546.23828,26980,26980,26640,26740,14232350
2014-03-03,20180.70508,26500,26800,26420,26720,12104150
2014-03-04,20028.39844,26300,26580,26300,26400,7900150
2014-03-05,20256.86523,26600,26820,26600,26700,7491500
2014-03-06,20195.93164,26520,26580,26200,26580,8616750
2014-03-07,20393.92773,26780,26780,26580,26780,7548650
2014-03-10,20104.54688,26400,26600,26340,26400,8657600
2014-03-11,20135.01563,26440,26540,26180,26400,9079800
2014-03-12,19708.54297,25880,26400,25860,26400,12579250
2014-03-13,19647.62695,25800,26260,25800,25880,11750200
2014-03-14,19419.16602,25500,25700,25400,25400,10836800
2014-03-17,19282.08594,25320,25520,25160,25500,8820000
2014-03-18,19464.85938,25560,25660,25320,25400,11045600
2014-03-19,19327.78516,25380,25700,25360,25600,7638550
2014-03-20,19221.16406,25240,25440,25240,25400,5939400
2014-03-21,19388.70703,25460,25460,25240,25380,8321300
2014-03-24,19388.70703,25460,25480,25180,25200,7073900
2014-03-25,18992.70508,24940,25400,24820,25380,13625000
2014-03-26,19571.46875,25700,25800,24960,25380,17444700
2014-03-27,20302.54883,26660,26660,25700,25800,20877850
2014-03-28,20333.00781,26700,26760,26400,26400,10648700
2014-03-31,20454.85352,26860,26900,26440,26900,13259850
2014-04-01,20393.92773,26780,26900,26620,26900,11081000
2014-04-02,20668.08594,27140,27140,26860,27000,13100050
2014-04-03,21170.69727,27800,27900,27020,27020,19098800
2014-04-04,21018.39063,27600,27940,27540,27540,18400350
2014-04-07,21277.31445,27940,27940,27480,27940,10761750
2014-04-08,21231.62695,27880,27980,27500,27740,10608200
2014-04-09,20881.31445,27420,27900,27280,27880,16061600
2014-04-10,21018.39063,27600,27600,27200,27380,9999200
2014-04-11,20789.92969,27300,27360,27180,27240,10659350
2014-04-14,20866.08594,27400,27720,27300,27300,10586000
2014-04-15,20866.08594,27400,27740,27380,27720,10969800
2014-04-16,21018.39063,27600,27840,27260,27400,9308550
2014-04-17,20866.08594,27400,27600,27320,27520,7241650
2014-04-18,20987.92578,27560,27580,27400,27400,9518350
2014-04-21,21018.39063,27600,27720,27500,27580,3299250
2014-04-22,20942.23242,27500,27680,27420,27480,6084300
2014-04-23,21155.46484,27780,27900,27640,27880,9500750
2014-04-24,21429.62109,28140,28180,27980,28180,10546200
2014-04-25,21307.77344,27980,28560,27960,28400,15269800
2014-04-28,21140.23242,27760,28120,27640,28080,9431450
2014-04-29,20713.77148,27200,27900,27020,27780,10909200
2014-04-30,20454.85352,26860,27620,26520,27600,15047300
2014-05-02,20500.55078,26920,27180,26880,27080,14943350
2014-05-07,20470.08789,26880,27120,26800,27000,14189700
2014-05-08,20561.4668,27000,27100,26880,27100,16281900
2014-05-09,20333.00781,26700,27160,26520,27120,13157050
2014-05-12,21140.23242,27760,27900,26640,26720,15944800
2014-05-13,21323.00391,28000,28500,27760,27760,12107400
2014-05-14,21551.46289,28300,28300,28020,28180,11103750
2014-05-15,21475.31055,28200,28380,28060,28280,6806700
2014-05-16,21749.4668,28560,28740,27980,28000,15856500
2014-05-19,22054.07813,28960,29000,28160,28560,19281050
2014-05-20,22099.76953,29020,29080,28700,28900,16007300
2014-05-21,21947.46484,28820,29000,28700,28700,10842500
2014-05-22,21719.00586,28520,28960,28520,28820,9540000
2014-05-23,21749.4668,28560,28560,28100,28100,8511650
2014-05-26,21658.08203,28440,28640,28300,28400,3735600
2014-05-27,21429.62109,28140,28460,28060,28340,4748400
2014-05-28,21825.62109,28660,28700,28180,28380,9200950
2014-05-29,22236.85156,29200,29300,28800,29000,12521500
2014-05-30,21977.92773,28860,29640,28860,29400,15831050
2014-06-02,22160.69336,29100,29160,28780,28860,7439450
2014-06-03,22389.1582,29400,29900,29300,29680,17234250
2014-06-05,22191.1543,29140,29600,29000,29320,13507050
2014-06-09,21460.08594,28180,29460,28040,29400,22269600
2014-06-10,21871.31445,28720,28760,28100,28420,9214100
2014-06-11,21658.08203,28440,28600,28240,28240,8625750
2014-06-12,21521.00586,28260,28600,28020,28600,12943150
2014-06-13,20820.38672,27340,28080,27260,28040,18589050
2014-06-16,20927.00391,27480,27640,27240,27600,15319950
2014-06-17,20927.00391,27480,27560,27020,27200,13476750
2014-06-18,20683.31055,27160,27520,27120,27460,11044350
2014-06-19,20150.23828,26460,26980,26400,26900,22339700
2014-06-20,19815.16797,26020,26600,25920,26600,23902650
2014-06-23,20135.01563,26440,26640,26320,26420,12488250
2014-06-24,20485.31445,26900,27080,26640,26800,11890850
2014-06-25,20104.54688,26400,26660,26360,26600,10231900
2014-06-26,20180.70508,26500,26860,26140,26180,12765300
2014-06-27,19975.00781,26220,26380,26120,26140,8953050
2014-06-30,20142.60938,26440,26480,26180,26200,8881050
2014-07-01,19959.77734,26200,26280,26020,26160,8725400
2014-07-02,20264.5,26600,26620,26120,26340,11139250
2014-07-03,20081.66211,26360,26720,26320,26720,8543050
2014-07-04,19898.82422,26120,26520,26060,26440,5978850
2014-07-07,19685.51172,25840,26020,25800,25820,9437050
2014-07-08,19731.22461,25900,26380,25740,25880,12073200
2014-07-09,19929.29688,26160,26160,25660,25740,11829900
2014-07-10,19898.82422,26120,26220,26040,26160,8960200
2014-07-11,19563.62305,25680,26040,25640,26000,10779600
2014-07-14,19594.09766,25720,26000,25720,25960,7082150
2014-07-15,20112.13672,26400,26460,25940,26000,11976050
2014-07-16,20127.37109,26420,26460,26220,26260,9114200
2014-07-17,20264.5,26600,26700,26400,26520,10922700
2014-07-18,20462.57813,26860,26860,26280,26300,9742650
2014-07-21,20614.93359,27060,27200,26860,26980,8059950
2014-07-22,20538.76172,26960,27160,26900,26960,6300950
2014-07-23,20386.39844,26760,27140,26700,27080,6417300
2014-07-24,20645.41211,27100,27160,26620,27000,8051700
2014-07-25,20645.41211,27100,27100,26700,26920,8790150
2014-07-28,20691.12109,27160,27340,26880,27100,8992550
2014-07-29,21117.74219,27720,27760,27060,27100,12809300
2014-07-30,21254.875,27900,28160,27480,27760,17359450
2014-07-31,20462.57813,26860,27700,26720,27480,24351350
2014-08-01,19685.51172,25840,26560,25840,26100,28231050
2014-08-04,20066.42188,26340,26340,25820,26000,12066750
2014-08-05,20051.1875,26320,26420,26000,26020,8626450
2014-08-06,19807.40625,26000,26320,25900,26120,10830100
2014-08-07,19655.04492,25800,26040,25700,26000,9527250
2014-08-08,19045.57813,25000,25700,24960,25680,20621450
2014-08-11,19350.3125,25400,25640,25140,25500,18619250
2014-08-12,19289.36719,25320,25880,25240,25400,8995700
2014-08-13,19258.89648,25280,25500,24960,25500,12845000
2014-08-14,19213.1875,25220,25640,25080,25480,10447350
2014-08-18,19045.57813,25000,25600,25000,25580,10518950
2014-08-19,19106.52734,25080,25460,25060,25280,10044400
2014-08-20,19213.1875,25220,25420,25020,25280,9430600
2014-08-21,18817.03125,24700,25220,24620,25100,17105400
2014-08-22,18999.87305,24940,24940,24700,24900,8407650
2014-08-25,18710.38672,24560,24620,24420,24620,11577200
2014-08-26,18618.96289,24440,24700,24420,24700,10719450
2014-08-27,18740.85352,24600,24740,24440,24460,12171000
2014-08-28,18923.69141,24840,25160,24720,25160,10311850
2014-08-29,18801.79688,24680,24760,24560,24760,14558250
2014-09-01,18679.90625,24520,24740,24480,24720,5664050
2014-09-02,18192.34375,23880,24500,23880,24420,15899600
2014-09-03,18116.15625,23780,24000,23600,24000,21238750
2014-09-04,18436.12305,24200,24320,24040,24200,12099950
2014-09-05,18298.99805,24020,24320,23900,24300,10770400
2014-09-11,18161.875,23840,24140,23840,24000,23309200
2014-09-12,18298.99805,24020,24160,24000,24000,10872350
2014-09-15,18283.76172,24000,24160,23920,24140,7161500
2014-09-16,18375.17773,24120,24300,24020,24160,7092400
2014-09-17,18679.90625,24520,24520,24140,24140,7545750
2014-09-18,18436.12305,24200,24600,24080,24600,9476750
2014-09-19,18436.12305,24200,24460,24120,24460,13435050
2014-09-22,18100.92188,23760,24080,23600,24080,16022100
2014-09-23,17689.53906,23220,23700,23220,23560,19541400
2014-09-24,17521.93555,23000,23220,22820,23040,15789200
2014-09-25,17613.35352,23120,23320,22940,23240,19414500
2014-09-26,18055.20898,23700,23700,22960,23040,12413550
2014-09-29,18207.58008,23900,24000,23400,23860,9401000
2014-09-30,18039.97852,23680,23760,23300,23700,12379300
2014-10-01,17613.35352,23120,23660,23120,23480,11929800
2014-10-02,17384.80273,22820,23300,22820,23300,12732750
2014-10-06,17537.17188,23020,23120,22760,22900,21252900
2014-10-07,17704.77148,23240,23720,23240,23240,10149150
2014-10-08,17217.20703,22600,23020,22480,22840,14720550
2014-10-10,16836.29883,22100,22280,21980,22000,21837450
2014-10-13,16882.00586,22160,22540,21560,21640,11344750
2014-10-14,17171.50195,22540,22920,22400,22540,16572550
2014-10-15,17141.02734,22500,22900,22400,22560,14143600
2014-10-16,16988.66406,22300,22420,22080,22320,15148300
2014-10-17,16592.51367,21780,22300,21740,22120,16281750
2014-10-20,16851.5293,22120,22340,22020,22300,9476750
2014-10-21,16501.08984,21660,22000,21620,21880,11766050
2014-10-22,16821.05859,22080,22080,21800,21940,11127700
2014-10-23,16668.70117,21880,22260,21800,22260,8505900
2014-10-24,16942.95117,22240,22240,21840,22060,8378450
2014-10-27,16683.92773,21900,22220,21740,22020,8388600
2014-10-28,16622.98438,21820,22000,21720,21800,6243850
2014-10-29,17217.20703,22600,22600,21800,22000,13726100
2014-10-30,17994.26758,23620,23660,22300,22580,24566950
2014-10-31,18954.16797,24880,25000,23700,23960,38623150
2014-11-03,18817.03125,24700,25040,24320,25000,13475800
2014-11-04,18542.78125,24340,24840,24100,24380,13000300
2014-11-05,18314.23633,24040,24500,23880,24300,10162150
2014-11-06,18344.70313,24080,24200,23860,23960,8570150
2014-11-07,18375.17773,24120,24360,23900,24360,6030200
2014-11-10,19319.83984,25360,25380,24440,24520,19202900
2014-11-11,18756.0918,24620,25220,24540,25100,12141400
2014-11-12,18740.85352,24600,24680,24380,24620,9079600
2014-11-13,18283.76172,24000,24640,23980,24560,11547150
2014-11-14,18192.34375,23880,24020,23600,24020,10621750
2014-11-17,18359.94531,24100,24400,23640,23800,9693950
2014-11-18,18588.49023,24400,24540,24300,24400,10754700
2014-11-19,18558.01367,24360,24760,24240,24760,12502750
2014-11-20,18436.12305,24200,24400,24120,24120,10024150
2014-11-21,18634.20117,24460,24520,24340,24380,12336350
2014-11-24,18588.49023,24400,24960,24200,24940,10284300
2014-11-25,18131.39648,23800,24480,23800,24480,17811050
2014-11-26,18298.99805,24020,24220,23640,23800,12287900
2014-11-27,19258.89648,25280,26020,25280,25460,44377800
2014-11-28,19609.33008,25740,25920,25480,25900,9844550
2014-12-01,19731.22461,25900,25960,25740,25880,12866850
2014-12-02,19731.22461,25900,25900,25320,25900,9222700
2014-12-03,19776.93555,25960,26020,25900,26000,9735500
2014-12-04,19807.40625,26000,26060,25960,26040,8871350
2014-12-05,19837.88672,26040,26280,26000,26280,5637800
2014-12-08,20096.9082,26380,26420,26040,26060,7916550
2014-12-09,20553.99219,26980,27140,26380,26380,13553100
2014-12-10,20066.42188,26340,26920,26340,26920,15977800
2014-12-11,19883.5918,26100,26380,25880,26340,20490850
2014-12-12,19594.09766,25720,26080,25480,26060,14397250
2014-12-15,19396.02344,25460,25600,25200,25600,14337950
2014-12-16,19487.43945,25580,25780,25360,25400,12894750
2014-12-17,19289.36719,25320,25660,25060,25580,13088650
2014-12-18,19289.36719,25320,25580,25040,25320,11808250
2014-12-19,20234.0293,26560,26560,25740,25880,18356500
2014-12-22,20493.04688,26900,26940,26360,26900,17943850
2014-12-23,20401.625,26780,26980,26740,26920,10976350
2014-12-24,20462.57813,26860,26860,26780,26780,6257000
2014-12-26,20599.70117,27040,27100,26860,26860,11488100
2014-12-29,20545.59766,26580,26940,26580,26900,9637450
2014-12-30,20514.67383,26540,26700,26420,26600,10649100
2015-01-02,20561.05664,26600,26800,26540,26800,8774950
2015-01-05,20607.43359,26660,26720,26260,26720,10139500
2015-01-06,20019.97656,25900,26340,25760,26300,15235500
2015-01-07,20205.48047,26140,26220,25640,25880,14322750
2015-01-08,20313.70703,26280,26780,26200,26780,14477600
2015-01-09,20313.70703,26280,26440,26280,26280,9312400
2015-01-12,20344.625,26320,26380,26020,26260,8325400
2015-01-13,20700.19336,26780,26800,26000,26280,12293400
2015-01-14,20792.94141,26900,27100,26700,26780,14332250
2015-01-15,20622.89453,26680,26980,26580,26900,14103900
2015-01-16,20344.625,26320,26680,26260,26680,13568500
2015-01-19,20762.02539,26860,26980,26400,26580,6672950
2015-01-20,21210.3457,27440,27440,26900,27000,13278050
2015-01-21,21565.91406,27900,27900,27200,27340,16612650
2015-01-22,21303.10547,27560,27980,27560,27960,17957700
2015-01-23,21426.79102,27720,28000,27540,28000,12858750
2015-01-26,21473.16602,27780,27900,27280,27500,10153500
2015-01-27,21643.21875,28000,28000,27480,27500,9957200
2015-01-28,21303.10547,27560,27800,27480,27720,10831500
2015-01-29,21024.83789,27200,27900,27140,27360,13702250
2015-01-30,21102.13477,27300,27540,27200,27200,16110000
2015-02-02,21148.51172,27360,27540,27120,27300,10521000
2015-02-03,21117.5957,27320,27600,27180,27600,5654400
2015-02-04,21009.37891,27180,27620,27180,27500,9328900
2015-02-05,20993.91992,27160,27380,26920,27180,6770400
2015-02-06,21210.3457,27440,27480,26720,26920,8005050
2015-02-09,21565.91406,27900,27980,27140,27200,8693500
2015-02-10,21303.10547,27560,28000,27540,28000,6519350
2015-02-11,20947.54688,27100,27480,27080,27480,9973800
2015-02-12,20777.48828,26880,27160,26620,26800,10748200
2015-02-13,21040.29688,27220,27220,26900,27200,6522900
2015-02-16,21241.26758,27480,27480,27220,27360,6226500
2015-02-17,21287.65039,27540,27540,27280,27480,5745000
2015-02-23,21133.05664,27340,27800,27320,27560,15301800
2015-02-24,21133.05664,27340,27780,27280,27700,10863250
2015-02-25,21318.56641,27580,27700,27460,27600,8374250
2015-02-26,21256.72461,27500,27600,27360,27580,8179150
2015-02-27,20978.46484,27140,27520,27140,27500,13009400
2015-03-02,21998.77734,28460,28460,27340,27500,21805600
2015-03-03,21921.48438,28360,28740,28120,28700,13748800
2015-03-04,22215.21484,28740,28800,28200,28220,11603100
2015-03-05,21983.32813,28440,28860,28340,28780,9615600
2015-03-06,22292.51367,28840,28980,28120,28280,11733500
2015-03-09,21952.4043,28400,28800,28400,28800,7814600
2015-03-10,21967.86133,28420,28860,28400,28680,10419850
2015-03-11,22787.2207,29480,29580,28360,28380,21108650
2015-03-12,22369.80078,28940,29460,28940,29200,19153200
2015-03-13,22524.4043,29140,29580,29100,29220,9413100
2015-03-16,22725.37695,29400,29740,29100,29160,8974550
2015-03-17,23142.78125,29940,30000,29200,29400,13661150
2015-03-18,23235.54297,30060,30120,29720,29920,12464350
2015-03-19,22725.37695,29400,30200,29400,30200,13225800
2015-03-20,22632.61523,29280,29600,29200,29500,12704950
2015-03-23,22679,29340,29480,29160,29240,8122900
2015-03-24,22818.13477,29520,29560,29100,29100,9113150
2015-03-25,22957.26953,29700,29760,29440,29740,9369050
2015-03-26,21967.86133,28420,29120,28420,29000,21005950
2015-03-27,21967.86133,28420,28960,28300,28300,16065800
2015-03-30,22076.08008,28560,28680,28240,28500,8955500
2015-03-31,22277.05664,28820,29040,28600,28980,9842650
2015-04-01,21998.77734,28460,28740,28400,28740,7266050
2015-04-02,22168.83398,28680,28800,28460,28680,6903400
2015-04-03,22168.83398,28680,28800,28400,28680,6270150
2015-04-06,22725.37695,29400,29800,28700,28860,10582600
2015-04-07,22601.69336,29240,29700,29240,29560,9526050
2015-04-08,22864.50977,29580,29700,29200,29400,7773400
2015-04-09,22926.35352,29660,29780,29400,29400,9107550
2015-04-10,23034.57031,29800,29880,29560,29600,9960100
2015-04-13,22864.50977,29580,29820,29360,29580,10293300
2015-04-14,22787.2207,29480,29700,29300,29700,9429750
2015-04-15,22354.34766,28920,29400,28540,29200,13551050
2015-04-16,22833.59375,29540,29540,28940,29240,10762350
2015-04-17,22416.18359,29000,29560,28940,29540,10172300
2015-04-20,22107.00391,28600,28960,28460,28920,12394900
2015-04-21,22323.43359,28880,28900,28400,28420,11852650
2015-04-22,22586.24023,29220,29460,28720,28880,12655550
2015-04-23,22431.64844,29020,29400,28800,29400,9245150
2015-04-24,21797.80664,28200,29100,28000,28980,19089900
2015-04-27,21565.91406,27900,28220,27500,28200,16517150
2015-04-28,21117.5957,27320,28000,27180,27800,15697300
2015-04-29,21411.32617,27700,27880,27280,27340,10895650
2015-04-30,21797.80664,28200,28360,27580,27700,18352850
2015-05-04,21643.21875,28000,28460,27940,28140,8283700
2015-05-06,21055.75195,27240,27820,27120,27800,13270500
2015-05-07,21179.43359,27400,27500,27080,27240,10257400
2015-05-08,20684.73633,26760,27400,26760,27320,9488100
2015-05-11,20653.81641,26720,27200,26720,27200,9640450
2015-05-12,20576.51563,26620,27060,26480,26900,10633200
2015-05-13,20607.43359,26660,26980,26520,26980,9877250
2015-05-14,20715.65039,26800,26860,26560,26820,8488500
2015-05-15,20499.21484,26520,27120,26420,27100,8922350
2015-05-18,20406.45898,26400,26700,26180,26700,9626850
2015-05-19,20684.73633,26760,27100,26140,26420,8680900
2015-05-20,21117.5957,27320,27400,26820,26980,10291450
2015-05-21,20901.16406,27040,27440,26880,27420,7210600
2015-05-22,20870.24023,27000,27060,26700,27060,8195800
2015-05-26,21055.75195,27240,27380,26720,27320,10034150
2015-05-27,20313.70703,26280,27320,26260,27200,17265450
2015-05-28,20236.40234,26180,26420,26020,26340,15048150
2015-05-29,20205.48047,26140,26420,25940,26400,17380750
2015-06-01,19958.13867,25820,26020,25760,26000,10921950
2015-06-02,20143.65039,26060,26060,25760,26000,8757550
2015-06-03,19679.86328,25460,26320,25300,26060,11769400
2015-06-04,20669.26953,26740,26820,26100,26300,19411950
2015-06-05,20731.10352,26820,27100,26400,26500,9828150
2015-06-08,20313.70703,26280,26940,26260,26900,10118950
2015-06-09,19819.00195,25640,26200,25360,26000,13735250
2015-06-10,19509.8125,25240,25880,25240,25640,12501700
2015-06-11,19432.51563,25140,25480,25060,25260,15314050
2015-06-12,19741.70117,25540,25740,25280,25560,11741500
2015-06-15,19633.49219,25400,25480,25100,25100,8067800
2015-06-16,19401.5957,25100,25480,24900,25400,12767600
2015-06-17,19386.14258,25080,25320,24800,25000,9452300
2015-06-18,19556.18555,25300,25580,25020,25180,8247600
2015-06-19,19571.6543,25320,25560,25200,25320,7094750
2015-06-22,19803.54102,25620,25920,25520,25820,6370900
2015-06-23,20421.91602,26420,26560,25820,26180,10159000
2015-06-24,20128.19531,26040,26220,25820,26000,10198000
2015-06-25,19618.0293,25380,26060,25380,25800,10695800
2015-06-26,19757.16602,25560,25800,25040,25040,10347500
2015-06-29,19819.05078,25620,25700,25120,25380,11519950
2015-06-30,19617.91797,25360,25700,25320,25520,9870350
2015-07-01,20035.64844,25900,26040,25180,25360,8324900
2015-07-02,20097.53711,25980,26080,25700,25720,8223000
2015-07-03,19617.91797,25360,25880,25340,25740,7130200
2015-07-06,19029.99805,24600,25200,24460,25060,10099950
2015-07-07,19184.71484,24800,25180,24400,24400,12478250
2015-07-08,19169.24414,24780,25020,24640,24800,11780950
2015-07-09,19571.5,25300,25300,24520,24600,14030500
2015-07-10,19478.67773,25180,25320,24960,25140,9573400
2015-07-13,19586.97266,25320,25440,24900,25000,7672050
2015-07-14,18952.64258,24500,25400,24420,25300,19989700
2015-07-15,19107.36133,24700,24760,24480,24500,8370650
2015-07-16,19834.52539,25640,25740,24460,24460,11173450
2015-07-17,20190.36914,26100,26220,25560,26000,14861650
2015-07-20,19726.2207,25500,26080,25460,25820,6446400
2015-07-21,19540.55859,25260,25540,24940,25500,9702750
2015-07-22,19385.84375,25060,25200,24700,24880,13416150
2015-07-23,19091.88672,24680,25060,24680,24880,10448250
2015-07-24,19014.5332,24580,24760,24480,24540,9829200
2015-07-27,19029.99805,24600,24940,24560,24580,12152000
2015-07-28,19029.99805,24600,25020,24380,24480,13381350
2015-07-29,19540.55859,25260,25500,24620,25000,13734450
2015-07-30,18797.93359,24300,25200,24300,25160,15419600
2015-07-31,18333.78125,23700,24440,23500,24400,19579450
2015-08-03,18179.06445,23500,23680,23320,23680,9844550
2015-08-04,18287.36719,23640,23740,23400,23500,12844350
2015-08-05,17931.52148,23180,23640,23160,23640,12802500
2015-08-06,17250.7793,22300,23120,22300,23100,20199050
2015-08-07,17575.67773,22720,22740,22300,22400,13787100
2015-08-10,17653.0293,22820,22840,22600,22800,5722500
2015-08-11,17900.58008,23140,23580,22960,23020,11664300
2015-08-12,17854.1582,23080,23280,22800,23000,11154000
2015-08-13,17637.56055,22800,23060,22760,23060,7520550
2015-08-14,17637.56055,22800,22800,22800,22800,0
2015-08-17,17080.5918,22080,22820,22080,22800,11360850
2015-08-18,17498.32422,22620,22820,22340,22360,11583600
2015-08-19,17854.1582,23080,23520,22820,23380,20070750
2015-08-20,17622.0918,22780,23420,22600,23260,10805950
2015-08-21,17034.17383,22020,22560,21920,21980,20442550
2015-08-24,16693.80078,21580,22300,20660,21760,22429600
2015-08-25,16693.80078,21580,22140,21340,21580,19625950
2015-08-26,16508.14258,21340,21480,21000,21360,27947600
2015-08-27,16508.14258,21340,21720,21260,21640,24769400
2015-08-28,16724.74414,21620,21720,21460,21720,23111150
2015-08-31,16848.51563,21780,21780,21040,21420,20415450
2015-09-01,16786.62695,21700,21960,21620,21780,12018600
2015-09-02,16863.98828,21800,21900,21300,21380,15634150
2015-09-03,17359.07813,22440,22500,21860,22040,15200350
2015-09-04,17467.375,22580,22880,22360,22440,12570650
2015-09-07,17204.36133,22240,22580,22100,22580,9590250
2015-09-08,17498.32422,22620,22720,22120,22260,9116500
2015-09-09,17745.86328,22940,22940,22720,22920,12968800
2015-09-10,17544.72852,22680,22780,22360,22600,18128400
2015-09-11,17250.7793,22300,22660,22300,22520,10208350
2015-09-14,17390.01953,22480,22480,22200,22400,8353650
2015-09-15,17374.54492,22460,22560,22260,22280,11647800
2015-09-16,17823.22266,23040,23140,22420,22420,17188150
2015-09-17,17900.58008,23140,23140,22880,23060,13698000
2015-09-18,18411.13867,23800,23840,22700,22900,21813500
2015-09-21,17792.27344,23000,23460,23000,23260,10267950
2015-09-22,17714.91992,22900,23000,22600,22860,12533750
2015-09-23,17498.32422,22620,22880,22500,22880,9882450
2015-09-24,17420.96289,22520,22700,22500,22520,6636050
2015-09-25,17204.36133,22240,22500,22180,22400,10458000
2015-09-30,17544.72852,22680,22680,21800,22000,22946800
2015-10-01,17544.72852,22680,22900,22420,22800,12052050
2015-10-02,17312.6582,22380,22660,22240,22240,13715100
2015-10-05,17250.7793,22300,22620,22300,22380,12096750
2015-10-06,17807.74805,23020,23100,22540,22600,19149350
2015-10-07,19354.9043,25020,25040,23720,23960,39975100
2015-10-08,19648.86328,25400,25580,25000,25000,28533850
2015-10-12,19494.14844,25200,25260,24940,25200,18948700
2015-10-13,19370.37305,25040,25440,24960,25200,9900000
2015-10-14,19401.32031,25080,25200,24740,24960,8752550
2015-10-15,19633.38867,25380,25640,24860,24880,12425150
2015-10-16,19571.5,25300,25380,25180,25300,7198400
2015-10-19,19432.26172,25120,25300,24980,25140,5853500
2015-10-20,19586.97266,25320,25460,25120,25200,7517350
2015-10-21,19648.86328,25400,25640,25180,25300,6978350
2015-10-22,19803.58398,25600,25900,25380,25600,11533650
2015-10-23,19942.82813,25780,26000,25560,26000,13153550
2015-10-26,19989.24023,25840,25960,25440,25960,7608250
2015-10-27,20082.07227,25960,25980,25620,25640,6612050
2015-10-28,20236.7832,26160,26160,25820,25880,13565150
2015-10-29,20499.80273,26500,27840,26480,26600,31523550
2015-10-30,21226.96094,27440,27800,26820,26900,25469250
2015-11-02,21397.1543,27660,27860,27480,27700,19327300
2015-11-03,20917.53125,27040,27620,27000,27620,15092000
2015-11-04,20577.16016,26600,27220,26520,27040,14053500
2015-11-05,20762.81445,26840,27080,26600,26600,8652100
2015-11-06,20700.92969,26760,26960,26600,26860,8216100
2015-11-09,20793.75781,26880,26880,26420,26760,9283050
2015-11-10,20437.91211,26420,26820,26280,26720,9877550
2015-11-11,20623.57227,26660,26900,26420,26420,7022450
2015-11-12,20376.02734,26340,26680,26340,26660,7870850
2015-11-13,20113.00586,26000,26340,26000,26340,8883850
2015-11-16,19540.55859,25260,25820,25260,25820,13785250
2015-11-17,19648.86328,25400,25800,25400,25500,9309200
2015-11-18,19819.05078,25620,25800,25440,25440,8386750
2015-11-19,19942.82813,25780,25800,25420,25800,9642500
2015-11-20,19880.9375,25700,25920,25560,25780,8436000
2015-11-23,19834.52539,25640,26040,25620,25700,9941000
2015-11-24,20097.53711,25980,26100,25640,25640,7978000
2015-11-25,20097.53711,25980,26200,25980,26000,7131350
2015-11-26,20654.51172,26700,26800,25980,25980,9290000
2015-11-27,20530.74023,26540,26980,26540,26900,8492700
2015-11-30,19865.46094,25680,26500,25680,26500,26700300
2015-12-01,20437.91211,26420,26440,25760,25880,12605650
2015-12-02,20113.00586,26000,26440,25880,26420,11481400
2015-12-03,19958.29102,25800,25940,25720,25900,8334750
2015-12-04,19633.38867,25380,25600,25340,25500,9635550
2015-12-07,19525.08789,25240,25500,25240,25380,9805350
2015-12-08,19525.08789,25240,25440,25240,25240,6916100
2015-12-09,19540.55859,25260,25500,25240,25240,9090600
2015-12-10,19849.99609,25660,25860,25260,25260,15193350
2015-12-11,19865.46094,25680,25900,25440,25660,10336450
2015-12-14,19509.62109,25220,25460,25100,25460,11140050
2015-12-15,19757.16211,25540,25600,25200,25220,8774700
2015-12-16,20097.53711,25980,26200,25560,25560,10398100
2015-12-17,19958.29102,25800,26160,25500,26020,8733850
2015-12-18,19772.63867,25560,25760,25280,25300,8418450
2015-12-21,19803.58398,25600,25700,25220,25560,8023300
2015-12-22,19989.24023,25840,25840,25340,25600,10309600
2015-12-23,20035.64844,25900,25980,25640,25840,10357400
